Member_number,Groceries
2235,"canned beer,citrus fruit,dish cleaner,frozen vegetables,grapes,ham,ketchup,meat,pip fruit,processed cheese,root vegetables,soda,whole milk"
2236,"bottled beer,brandy,candy,citrus fruit,frozen meals,fruit/vegetable juice,meat,rolls/buns,root vegetables,shopping bags,soda,whole milk"
2237,"Instant food products,bottled water,chicken,coffee,flower (seeds),margarine,sliced cheese,soups"
2238,"butter,cream cheese ,curd,misc. beverages,pastry,pip fruit,sausage,whole milk,yogurt"
2239,"canned fruit,curd,domestic eggs,fruit/vegetable juice,other vegetables,popcorn,sausage,soda,whole milk,yogurt"
2240,"brown bread,canned beer,chicken,chocolate,citrus fruit,frozen vegetables,pastry,pip fruit,sausage,shopping bags,sugar,white bread"
2241,"brown bread,butter,frozen meals,frozen vegetables,ham,pet care,photo/film,rolls/buns,root vegetables"
2242,"butter,chicken,frozen vegetables,liquor (appetizer),napkins,rolls/buns,shopping bags,whole milk,yogurt"
2243,"candles,frozen potato products,grapes,herbs,meat,rolls/buns,soda,tropical fruit,yogurt"
2244,"beef,canned fish,citrus fruit,coffee,finished products,misc. beverages,other vegetables,rolls/buns,semi-finished bread,sliced cheese,soda,softener,whole milk,yogurt"
2245,"canned beer,fish,sausage,shopping bags,turkey,whole milk,yogurt"
2246,"beef,berries,bottled beer,newspapers,soda"
2247,"canned beer,cat food,chocolate,citrus fruit,coffee,domestic eggs,fruit/vegetable juice,other vegetables,salt,specialty bar"
2248,"newspapers,rolls/buns"
2249,"bottled water,long life bakery product,tropical fruit"
2250,"chicken,citrus fruit,hard cheese,margarine,other vegetables,soft cheese,waffles,whole milk"
2251,"bottled beer,chicken,citrus fruit,condensed milk,cream cheese ,hamburger meat,napkins,other vegetables,packaged fruit/vegetables,pet care,pork,specialty chocolate,whole milk"
2252,"bottled beer,bottled water,brown bread,canned beer,canned vegetables,cereals,chewing gum,chicken,cream cheese ,curd,domestic eggs,oil,rolls/buns,seasonal products,shopping bags,soda,spices,whole milk,yogurt"
2253,"bottled water,butter milk,frankfurter,rolls/buns,root vegetables,white bread"
2254,"butter,frankfurter,frozen vegetables,house keeping products,light bulbs,mustard,napkins,newspapers,packaged fruit/vegetables,pork,whipped/sour cream,whole milk"
2255,"cake bar,cookware,curd,dessert,frankfurter,oil,packaged fruit/vegetables,pastry,pip fruit,pot plants,tropical fruit,whole milk"
2256,"beef,butter,curd,domestic eggs,female sanitary products,frozen vegetables,pastry,whipped/sour cream"
2257,"hamburger meat,herbs,pasta,pip fruit,pork,soda,whole milk,yogurt"
2258,"butter,frozen meals,ice cream,seasonal products,soda,yogurt"
2259,"candy,domestic eggs,frankfurter,processed cheese,roll products ,soda"
2260,"bottled water,chocolate,domestic eggs,frankfurter,mayonnaise,sausage,soda"
2261,"brown bread,citrus fruit,frankfurter,misc. beverages,oil,onions,packaged fruit/vegetables,root vegetables,sausage,tropical fruit,whole milk"
2262,"bottled water,brandy,domestic eggs,hygiene articles,newspapers,other vegetables,soups,tropical fruit,waffles,whole milk"
2263,"frankfurter,tropical fruit"
2264,"bottled beer,canned beer,coffee,dish cleaner,other vegetables,rolls/buns,sparkling wine,tropical fruit"
2265,"bathroom cleaner,chewing gum,chicken,dish cleaner,domestic eggs,frankfurter,other vegetables,soft cheese,specialty fat,waffles,whipped/sour cream,white bread,whole milk"
2266,"brown bread,butter milk,candy,grapes,other vegetables,soft cheese,whipped/sour cream,yogurt"
2267,"beef,brown bread,frankfurter,frozen vegetables,hygiene articles,instant coffee,long life bakery product,meat,oil,other vegetables,semi-finished bread,whole milk"
2269,"berries,bottled water,hamburger meat,rolls/buns,sliced cheese"
2270,"berries,bottled water,coffee,dish cleaner,domestic eggs,fruit/vegetable juice,hygiene articles,long life bakery product,misc. beverages,pastry,sausage,seasonal products,soda,specialty bar,tropical fruit,whole milk,yogurt"
2271,"bottled water,chicken,coffee,dog food,frankfurter,frozen dessert,instant coffee,mayonnaise,newspapers,other vegetables,pickled vegetables,processed cheese,rolls/buns,root vegetables,sausage,soft cheese,white bread,whole milk,yogurt"
2272,"bottled beer,frankfurter,frozen vegetables,misc. beverages,napkins,rolls/buns,salty snack,waffles,whole milk,yogurt,zwieback"
2273,"bottled beer,bottled water,chewing gum,hamburger meat,other vegetables,rolls/buns,root vegetables,sausage,soda,soft cheese,tropical fruit,whipped/sour cream,whole milk"
2274,"beef,chicken,citrus fruit,curd,other vegetables,pastry,pork,rolls/buns,shopping bags,yogurt"
2275,"pet care,pork,shopping bags,yogurt"
2276,"fruit/vegetable juice,pork,soda,tropical fruit,whipped/sour cream,yogurt"
2277,"canned beer,curd,other vegetables,red/blush wine,shopping bags,soda,sugar"
2278,"coffee,hygiene articles,rolls/buns,shopping bags,soda,whipped/sour cream"
2279,"bottled water,coffee,curd,long life bakery product,pot plants,processed cheese,salty snack,soda"
2280,"candles,organic products,soda,tropical fruit"
2281,"beef,instant coffee"
2282,"citrus fruit,margarine,white wine"
2283,"citrus fruit,frozen meals,margarine,pastry,root vegetables,shopping bags,white bread"
2284,"bottled water,frankfurter,frozen fish,frozen potato products,fruit/vegetable juice,ice cream,napkins,pork,rolls/buns,tropical fruit,waffles"
2285,"UHT-milk,canned beer,pastry,tropical fruit"
2286,"canned beer,citrus fruit,ham,napkins,other vegetables,whole milk"
2287,"UHT-milk,chocolate,flour,frozen meals,rolls/buns,tropical fruit,yogurt"
2288,"brown bread,coffee,frozen dessert,fruit/vegetable juice,herbs,other vegetables,red/blush wine,sausage,shopping bags,sliced cheese,specialty bar,whole milk"
2289,"UHT-milk,berries,beverages,bottled water,brown bread,chicken,frankfurter,fruit/vegetable juice,ice cream,red/blush wine,rolls/buns,shopping bags,soda,tropical fruit,whole milk"
2290,"brown bread,chocolate,condensed milk,fruit/vegetable juice,hamburger meat,margarine,newspapers,other vegetables,pip fruit,specialty fat,whole milk"
2291,"brown bread,canned beer,canned fish,domestic eggs,grapes,ham,meat,other vegetables,packaged fruit/vegetables,pip fruit,roll products ,whole milk"
2292,"margarine,root vegetables"
2293,"bottled water,candy,cereals,chicken,house keeping products,long life bakery product,napkins,other vegetables,pip fruit,pork,rolls/buns,root vegetables,salty snack,sausage,shopping bags,specialty fat,tropical fruit"
2294,"bottled beer,bottled water,chewing gum,chocolate,citrus fruit,frankfurter,ham,ice cream,pip fruit,red/blush wine,rolls/buns,root vegetables,specialty fat,sugar,tropical fruit,whipped/sour cream,whole milk"
2295,"frankfurter,fruit/vegetable juice,mayonnaise,nuts/prunes,pastry,pip fruit,rolls/buns,root vegetables"
2296,"domestic eggs,other vegetables"
2297,"brown bread,shopping bags"
2298,"Instant food products,beef,butter,citrus fruit,domestic eggs,fruit/vegetable juice,hard cheese,margarine,misc. beverages,napkins,newspapers,oil,roll products ,root vegetables,soda,specialty bar,yogurt"
2299,"cake bar,chicken,domestic eggs,newspapers,shopping bags,turkey,yogurt"
2300,"flour,frankfurter,fruit/vegetable juice,hygiene articles,long life bakery product,other vegetables,pip fruit,pork,sausage,white wine"
2301,"bottled water,domestic eggs,organic sausage,pastry,waffles,whole milk,yogurt"
2302,"other vegetables,whole milk"
2303,"beef,decalcifier,grapes,hair spray,packaged fruit/vegetables,white wine"
2304,"bottled water,whole milk"
2305,"canned beer,coffee,cream cheese ,mustard,shopping bags,tropical fruit,whole milk"
2306,"bottled water,cream cheese ,fruit/vegetable juice,grapes,newspapers,rolls/buns,shopping bags,tropical fruit,white bread,whole milk"
2307,"berries,bottled beer,canned beer,frankfurter,fruit/vegetable juice,grapes,hygiene articles,root vegetables,shopping bags,soft cheese,whole milk"
2308,"bottled beer,cream cheese ,yogurt"
2309,"chicken,citrus fruit,domestic eggs,frozen meals,frozen vegetables,newspapers,shopping bags,whole milk,yogurt"
2310,"berries,candy,dessert,frozen meals,grapes,instant coffee,long life bakery product,mustard,root vegetables,sausage,shopping bags,soda,whole milk,yogurt"
2311,"bottled water,canned beer,chocolate,citrus fruit,domestic eggs,frozen vegetables,fruit/vegetable juice,light bulbs,oil,other vegetables,pastry,pot plants,rolls/buns,sausage,soda"
2312,"canned beer,frankfurter,other vegetables,pastry,pip fruit,red/blush wine"
2313,"berries,dishes,other vegetables,pastry,shopping bags"
2314,"candy,citrus fruit,oil,other vegetables,pork,whipped/sour cream,whole milk,yogurt"
2315,"beverages,bottled beer,chicken,hamburger meat,newspapers,nut snack,onions,other vegetables,roll products ,rolls/buns,shopping bags,tea,turkey"
2316,"bottled beer,canned beer,pip fruit,rice,shopping bags,tropical fruit"
2318,"citrus fruit,frozen fish,other vegetables,root vegetables,whipped/sour cream"
2319,"baking powder,beef,meat,whole milk,yogurt"
2320,"cream cheese ,dishes,flour,grapes,margarine,newspapers,tropical fruit,whole milk,yogurt"
2321,"bottled beer,chocolate,domestic eggs,long life bakery product,other vegetables,pip fruit,rolls/buns,sausage,skin care,tropical fruit,whipped/sour cream,whole milk"
2322,"cake bar,newspapers,pip fruit,sweet spreads"
2323,"napkins,newspapers,sliced cheese,soda,whipped/sour cream,whole milk"
2324,"canned beer,chicken,frankfurter,misc. beverages,packaged fruit/vegetables,soda"
2325,"canned fruit,chocolate,flour,fruit/vegetable juice,jam,long life bakery product,margarine,onions,pastry,pip fruit,rolls/buns,soda,specialty chocolate,whole milk"
2326,"UHT-milk,beverages,chewing gum,citrus fruit,misc. beverages,pork,whipped/sour cream,whole milk"
2327,"bottled beer,bottled water,butter,chicken,frankfurter,margarine,pip fruit,pork,whipped/sour cream"
2328,"beef,bottled beer,brown bread,candy,frankfurter,grapes,other vegetables"
2329,"misc. beverages,newspapers,pastry,whipped/sour cream"
2330,"processed cheese,sausage,sugar,whole milk"
2331,"bottled beer,bottled water,canned beer,citrus fruit,hygiene articles,liquor,rolls/buns,sausage,shopping bags,sugar,tropical fruit,yogurt"
2332,"bathroom cleaner,beverages,citrus fruit,flower (seeds),other vegetables,rolls/buns,root vegetables,salt,seasonal products,soda,soft cheese,tropical fruit"
2334,"coffee,rolls/buns,root vegetables,soda,yogurt"
2335,"ice cream,other vegetables,soda,tropical fruit,whole milk"
2336,"chewing gum,frozen meals,organic sausage,other vegetables,rolls/buns,salty snack,shopping bags,sparkling wine,specialty chocolate"
2337,"canned beer,citrus fruit,coffee,hamburger meat,hard cheese,root vegetables,rum,soda,sugar,tropical fruit,waffles,whipped/sour cream,whole milk"
2338,"canned beer,curd,hygiene articles,newspapers,other vegetables,photo/film,salty snack,white wine,whole milk"
2339,"baking powder,bottled water,brown bread,chocolate,dishes,fruit/vegetable juice,ham,sliced cheese,whole milk"
2340,"beef,berries,butter,frozen fish,meat,other vegetables,pip fruit,red/blush wine,rolls/buns,sausage,soda,whole milk,yogurt"
2341,"Instant food products,UHT-milk,beef,frankfurter,roll products ,rolls/buns,root vegetables,shopping bags,soda,toilet cleaner"
2342,"bottled water,long life bakery product,other vegetables,root vegetables"
2343,"beverages,candles,canned beer,salty snack,sausage,soda,whipped/sour cream,white bread,whole milk"
2344,"bottled beer,bottled water,candy,canned beer,cream cheese ,frozen fish,frozen meals,ham,ice cream,meat,napkins,newspapers,oil,onions,other vegetables,pip fruit,rolls/buns,root vegetables,semi-finished bread,soda,whipped/sour cream,whole milk,yogurt"
2345,"bottled beer,candy,flour,frozen vegetables,newspapers,other vegetables,rolls/buns,whipped/sour cream,whole milk"
2346,"bottled beer,cat food,chicken,coffee,condensed milk,fruit/vegetable juice,liver loaf,meat,newspapers,specialty cheese,tropical fruit,whole milk"
2347,"canned beer,red/blush wine,sausage,soda"
2348,"chocolate,citrus fruit,curd cheese,domestic eggs,frozen vegetables,long life bakery product,newspapers,pastry,root vegetables,shopping bags,soda,specialty bar,tropical fruit,whole milk,yogurt"
2349,"bottled beer,dessert,dishes,domestic eggs,female sanitary products,ice cream,liquor,onions,red/blush wine,sausage,shopping bags,soda,waffles,whole milk,yogurt"
2350,"canned fish,other vegetables,rolls/buns,tidbits"
2351,"cleaner,domestic eggs,instant coffee,pip fruit,rolls/buns,shopping bags"
2352,"dessert,misc. beverages,pastry,sausage,shopping bags,tropical fruit"
2353,"bottled water,canned beer,cereals,coffee,other vegetables,soda"
2354,"Instant food products,beverages,rolls/buns,soda,soups,white bread"
2355,"bottled beer,canned beer,chocolate,domestic eggs,ice cream,pot plants,rolls/buns,tropical fruit,whipped/sour cream,white bread,whole milk,yogurt"
2356,"beef,butter,butter milk,canned beer,chicken,citrus fruit,hamburger meat,pastry,pip fruit,rolls/buns,whole milk,yogurt"
2357,"baking powder,bottled beer,canned fish,cream cheese ,curd,domestic eggs,frozen meals,frozen vegetables,fruit/vegetable juice,onions,pip fruit,shopping bags,soda,specialty cheese,tropical fruit,waffles,whipped/sour cream"
2358,"UHT-milk,berries,chicken,dishes,frozen vegetables,hard cheese,root vegetables,shopping bags,waffles"
2359,"canned beer,chocolate,coffee,instant coffee,margarine,other vegetables,pastry,rolls/buns,shopping bags,soda,whole milk"
2360,"canned beer,napkins,other vegetables,rolls/buns,tropical fruit"
2361,"citrus fruit,frozen vegetables,hard cheese,light bulbs,other vegetables,soda,specialty bar,whipped/sour cream"
2362,"bottled beer,brown bread,candy,canned beer,citrus fruit,dessert,frankfurter,misc. beverages,onions,other vegetables,rolls/buns,specialty bar,specialty chocolate"
2363,"beef,beverages,candles,frozen meals,hamburger meat,pastry,red/blush wine,whipped/sour cream,white bread,white wine,whole milk"
2364,"UHT-milk,bottled water,chicken,coffee,napkins,onions,pip fruit,rolls/buns,root vegetables,white bread,whole milk,yogurt"
2365,"beef,candles,hard cheese,margarine,misc. beverages,newspapers,other vegetables,pip fruit,pork,rolls/buns,sausage,waffles,yogurt"
2366,"UHT-milk,candy,chewing gum,dish cleaner,frankfurter,herbs,other vegetables,pastry,pip fruit,whole milk,yogurt"
2368,"bottled water,coffee,other vegetables,red/blush wine,sugar,whole milk"
2369,"beef,coffee,fish,frankfurter,hamburger meat,soda,tropical fruit,whipped/sour cream"
2370,"UHT-milk,bottled beer,chewing gum,chocolate,cleaner,curd,frozen fish,fruit/vegetable juice,ice cream,meat,newspapers,pastry,root vegetables,shopping bags,soda,specialty chocolate,tropical fruit,whole milk"
2371,"UHT-milk,frozen fish,meat,nuts/prunes,other vegetables"
2372,"other vegetables,sausage,soda,white bread,whole milk"
2373,"chewing gum,newspapers"
2374,"artif. sweetener,bottled water,brandy,canned beer,canned fish,chocolate,frankfurter,ham,onions,rolls/buns,root vegetables,soda,tropical fruit,whole milk"
2375,"berries,butter,cat food,dog food,pip fruit,pork,rolls/buns,sausage,whole milk"
2376,"chocolate,margarine,rolls/buns,sausage,soda,specialty chocolate,whipped/sour cream,whole milk"
2377,"bottled beer,butter,frankfurter,mustard,pastry"
2378,"pastry,pork,soda,whipped/sour cream"
2379,"berries,brown bread,hamburger meat,other vegetables,soda,yogurt"
2380,"bottled beer,bottled water,cookware,domestic eggs,hamburger meat,long life bakery product,other vegetables,pastry,pork,rolls/buns,sausage,specialty chocolate,whole milk"
2381,"UHT-milk,cake bar,chocolate,coffee,hamburger meat,long life bakery product,packaged fruit/vegetables,pickled vegetables,pip fruit,processed cheese,salt,sausage,shopping bags,soda,white wine,whole milk,yogurt"
2383,"beef,butter,condensed milk,flower soil/fertilizer,long life bakery product,pastry,pork,root vegetables,soda,specialty chocolate,yogurt"
2384,"chicken,fruit/vegetable juice,rolls/buns,semi-finished bread,tropical fruit"
